latin,translation,part_of_speech,level,genitive,gender,declension,principal_parts,conjugation
neco_1405,kill (var. 1405),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1406,fear (var. 1406),verb,1,,,,"timeo, timere, timui, -",2
moneo_1407,warn (var. 1407),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1408,lead (var. 1408),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1409,send (var. 1409),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1410,put (var. 1410),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1411,write (var. 1411),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1412,conquer (var. 1412),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1413,live (var. 1413),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1414,sleep (var. 1414),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1415,know (var. 1415),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1416,not know (var. 1416),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1417,road (var. 1417),noun,1,viae,f,1,,
murus_1418,wall (var. 1418),noun,1,muri,m,2,,
porta_1419,gate (var. 1419),noun,1,portae,f,1,,
lectica_1420,litter (var. 1420),noun,1,lecticae,f,1,,
saccus_1421,sack (var. 1421),noun,1,sacci,m,2,,
humerus_1422,shoulder (var. 1422),noun,1,humeri,m,2,,
amicus_1423,friend (var. 1423),noun,1,amici,m,2,,
inimicus_1424,enemy (var. 1424),noun,1,inimici,m,2,,
equus_1425,horse (var. 1425),noun,1,equi,m,2,,
oculus_1426,eye (var. 1426),noun,1,oculi,m,2,,
lacrima_1427,tear (var. 1427),noun,1,lacrimae,f,1,,
speculum_1428,mirror (var. 1428),noun,1,speculi,n,2,,
ostium_1429,door (var. 1429),noun,1,ostii,n,2,,
atrium_1430,atrium (var. 1430),noun,1,atrii,n,2,,
impluvium_1431,pool (var. 1431),noun,1,impluvii,n,2,,
cubiculum_1432,bedroom (var. 1432),noun,1,cubiculi,n,2,,
tablinum_1433,study (var. 1433),noun,1,tablini,n,2,,
peristylum_1434,peristyle (var. 1434),noun,1,peristyli,n,2,,
lilium_1435,lily (var. 1435),noun,1,lilii,n,2,,
nasus_1436,nose (var. 1436),noun,1,nasi,m,2,,
rosa_1437,rose (var. 1437),noun,1,rosae,f,1,,
malum_1438,apple (var. 1438),noun,1,mali,n,2,,
pirum_1439,pear (var. 1439),noun,1,piri,n,2,,
oscilum_1440,kiss (var. 1440),noun,1,oscili,n,2,,
beatus_1441,happy (var. 1441),adj,1,,,1/2,,
fessus_1442,tired (var. 1442),adj,1,,,1/2,,
iratus_1443,angry (var. 1443),adj,1,,,1/2,,
laetus_1444,glad (var. 1444),adj,1,,,1/2,,
maestus_1445,sad (var. 1445),adj,1,,,1/2,,
plenus_1446,full (var. 1446),adj,1,,,1/2,,
solus_1447,alone (var. 1447),adj,1,,,1/2,,
stultus_1448,stupid (var. 1448),adj,1,,,1/2,,
tutus_1449,safe (var. 1449),adj,1,,,1/2,,
vivus_1450,alive (var. 1450),adj,1,,,1/2,,
mortuus_1451,dead (var. 1451),adj,1,,,1/2,,
puella_1452,girl (var. 1452),noun,1,puellae,f,1,,
puer_1453,boy (var. 1453),noun,1,pueri,m,2,,
vir_1454,man (var. 1454),noun,1,viri,m,2,,
femina_1455,woman (var. 1455),noun,1,feminae,f,1,,
pater_1456,father (var. 1456),noun,1,patris,m,3,,
mater_1457,mother (var. 1457),noun,1,matris,f,3,,
filius_1458,son (var. 1458),noun,1,filii,m,2,,
filia_1459,daughter (var. 1459),noun,1,filiae,f,1,,
dominus_1460,master (var. 1460),noun,1,domini,m,2,,
ancilla_1461,slave-girl (var. 1461),noun,1,ancillae,f,1,,
servus_1462,slave (var. 1462),noun,1,servi,m,2,,
liber_1463,book (var. 1463),noun,1,libri,m,2,,
titulus_1464,title (var. 1464),noun,1,tituli,m,2,,
pagina_1465,page (var. 1465),noun,1,paginae,f,1,,
antiquus_1466,ancient (var. 1466),adj,1,,,1/2,,
novus_1467,new (var. 1467),adj,1,,,1/2,,
ceteri_1468,the others (var. 1468),adj,1,,,1/2,,
meus_1469,my (var. 1469),adj,1,,,1/2,,
tuus_1470,your (var. 1470),adj,1,,,1/2,,
centum_1471,hundred (var. 1471),num,1,,,,,
duo_1472,two (var. 1472),num,1,,,,,
tres_1473,three (var. 1473),num,1,,,,,
fluvius_1474,river (var. 1474),noun,1,fluvii,m,2,,
insula_1475,island (var. 1475),noun,1,insulae,f,1,,
oppidum_1476,town (var. 1476),noun,1,oppidi,n,2,,
oceanus_1477,ocean (var. 1477),noun,1,oceani,m,2,,
imperium_1478,empire (var. 1478),noun,1,imperii,n,2,,
provincia_1479,province (var. 1479),noun,1,provinciae,f,1,,
numerus_1480,number (var. 1480),noun,1,numeri,m,2,,
littera_1481,letter (var. 1481),noun,1,litterae,f,1,,
vocabulum_1482,word (var. 1482),noun,1,vocabuli,n,2,,
capitulum_1483,chapter (var. 1483),noun,1,capituli,n,2,,
syllaba_1484,syllable (var. 1484),noun,1,syllabae,f,1,,
exemplum_1485,example (var. 1485),noun,1,exempli,n,2,,
pensum_1486,task (var. 1486),noun,1,pensi,n,2,,
magnus_1487,big (var. 1487),adj,1,,,1/2,,
parvus_1488,small (var. 1488),adj,1,,,1/2,,
graecus_1489,greek (var. 1489),adj,1,,,1/2,,
romanus_1490,roman (var. 1490),adj,1,,,1/2,,
latinus_1491,latin (var. 1491),adj,1,,,1/2,,
multi_1492,many (var. 1492),adj,1,,,1/2,,
pauci_1493,few (var. 1493),adj,1,,,1/2,,
unus_1494,one (var. 1494),num,1,,,,,
mille_1495,thousand (var. 1495),num,1,,,,,
primus_1496,first (var. 1496),adj,1,,,1/2,,
secundus_1497,second (var. 1497),adj,1,,,1/2,,
tertius_1498,third (var. 1498),adj,1,,,1/2,,
est_1499,is (var. 1499),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1500,are (var. 1500),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1501,in/on (var. 1501),prep,1,,,,,
et_1502,and (var. 1502),conj,1,,,,,
sed_1503,but (var. 1503),conj,1,,,,,
non_1504,not (var. 1504),adv,1,,,,,
quoque_1505,also (var. 1505),adv,1,,,,,
ubi_1506,where (var. 1506),adv,1,,,,,
num_1507,? (var. 1507),part,1,,,,,
quid_1508,what (var. 1508),pron,1,,,,,
quis_1509,who (var. 1509),pron,1,,,,,
qui_1510,who (var. 1510),pron,1,,,,,
cuius_1511,whose (var. 1511),pron,1,,,,,
amo_1512,love (var. 1512),verb,1,,,,"amo, amare, amavi, amatum",1
video_1513,see (var. 1513),verb,1,,,,"video, videre, vidi, visum",2
lego_1514,read (var. 1514),verb,1,,,,"lego, legere, legi, lectum",3
audio_1515,hear (var. 1515),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1516,take (var. 1516),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1517,make/do (var. 1517),verb,1,,,,"facio, facere, feci, factum",3io
ago_1518,do/drive (var. 1518),verb,1,,,,"ago, agere, egi, actum",3
dico_1519,say (var. 1519),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1520,come (var. 1520),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1521,have (var. 1521),verb,1,,,,"habeo, habere, habui, habitum",2
do_1522,give (var. 1522),verb,1,,,,"do, dare, dedi, datum",1
voco_1523,call (var. 1523),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1524,fight (var. 1524),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1525,attack (var. 1525),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1526,kill (var. 1526),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1527,fear (var. 1527),verb,1,,,,"timeo, timere, timui, -",2
moneo_1528,warn (var. 1528),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1529,lead (var. 1529),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1530,send (var. 1530),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1531,put (var. 1531),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1532,write (var. 1532),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1533,conquer (var. 1533),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1534,live (var. 1534),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1535,sleep (var. 1535),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1536,know (var. 1536),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1537,not know (var. 1537),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1538,road (var. 1538),noun,1,viae,f,1,,
murus_1539,wall (var. 1539),noun,1,muri,m,2,,
porta_1540,gate (var. 1540),noun,1,portae,f,1,,
lectica_1541,litter (var. 1541),noun,1,lecticae,f,1,,
saccus_1542,sack (var. 1542),noun,1,sacci,m,2,,
humerus_1543,shoulder (var. 1543),noun,1,humeri,m,2,,
amicus_1544,friend (var. 1544),noun,1,amici,m,2,,
inimicus_1545,enemy (var. 1545),noun,1,inimici,m,2,,
equus_1546,horse (var. 1546),noun,1,equi,m,2,,
oculus_1547,eye (var. 1547),noun,1,oculi,m,2,,
lacrima_1548,tear (var. 1548),noun,1,lacrimae,f,1,,
speculum_1549,mirror (var. 1549),noun,1,speculi,n,2,,
ostium_1550,door (var. 1550),noun,1,ostii,n,2,,
atrium_1551,atrium (var. 1551),noun,1,atrii,n,2,,
impluvium_1552,pool (var. 1552),noun,1,impluvii,n,2,,
cubiculum_1553,bedroom (var. 1553),noun,1,cubiculi,n,2,,
tablinum_1554,study (var. 1554),noun,1,tablini,n,2,,
peristylum_1555,peristyle (var. 1555),noun,1,peristyli,n,2,,
lilium_1556,lily (var. 1556),noun,1,lilii,n,2,,
nasus_1557,nose (var. 1557),noun,1,nasi,m,2,,
rosa_1558,rose (var. 1558),noun,1,rosae,f,1,,
malum_1559,apple (var. 1559),noun,1,mali,n,2,,
pirum_1560,pear (var. 1560),noun,1,piri,n,2,,
oscilum_1561,kiss (var. 1561),noun,1,oscili,n,2,,
beatus_1562,happy (var. 1562),adj,1,,,1/2,,
fessus_1563,tired (var. 1563),adj,1,,,1/2,,
iratus_1564,angry (var. 1564),adj,1,,,1/2,,
laetus_1565,glad (var. 1565),adj,1,,,1/2,,
maestus_1566,sad (var. 1566),adj,1,,,1/2,,
plenus_1567,full (var. 1567),adj,1,,,1/2,,
solus_1568,alone (var. 1568),adj,1,,,1/2,,
stultus_1569,stupid (var. 1569),adj,1,,,1/2,,
tutus_1570,safe (var. 1570),adj,1,,,1/2,,
vivus_1571,alive (var. 1571),adj,1,,,1/2,,
mortuus_1572,dead (var. 1572),adj,1,,,1/2,,
puella_1573,girl (var. 1573),noun,1,puellae,f,1,,
puer_1574,boy (var. 1574),noun,1,pueri,m,2,,
vir_1575,man (var. 1575),noun,1,viri,m,2,,
femina_1576,woman (var. 1576),noun,1,feminae,f,1,,
pater_1577,father (var. 1577),noun,1,patris,m,3,,
mater_1578,mother (var. 1578),noun,1,matris,f,3,,
filius_1579,son (var. 1579),noun,1,filii,m,2,,
filia_1580,daughter (var. 1580),noun,1,filiae,f,1,,
dominus_1581,master (var. 1581),noun,1,domini,m,2,,
ancilla_1582,slave-girl (var. 1582),noun,1,ancillae,f,1,,
servus_1583,slave (var. 1583),noun,1,servi,m,2,,
liber_1584,book (var. 1584),noun,1,libri,m,2,,
titulus_1585,title (var. 1585),noun,1,tituli,m,2,,
pagina_1586,page (var. 1586),noun,1,paginae,f,1,,
antiquus_1587,ancient (var. 1587),adj,1,,,1/2,,
novus_1588,new (var. 1588),adj,1,,,1/2,,
ceteri_1589,the others (var. 1589),adj,1,,,1/2,,
meus_1590,my (var. 1590),adj,1,,,1/2,,
tuus_1591,your (var. 1591),adj,1,,,1/2,,
centum_1592,hundred (var. 1592),num,1,,,,,
duo_1593,two (var. 1593),num,1,,,,,
tres_1594,three (var. 1594),num,1,,,,,
fluvius_1595,river (var. 1595),noun,1,fluvii,m,2,,
insula_1596,island (var. 1596),noun,1,insulae,f,1,,
oppidum_1597,town (var. 1597),noun,1,oppidi,n,2,,
oceanus_1598,ocean (var. 1598),noun,1,oceani,m,2,,
imperium_1599,empire (var. 1599),noun,1,imperii,n,2,,
provincia_1600,province (var. 1600),noun,1,provinciae,f,1,,
numerus_1601,number (var. 1601),noun,1,numeri,m,2,,
littera_1602,letter (var. 1602),noun,1,litterae,f,1,,
vocabulum_1603,word (var. 1603),noun,1,vocabuli,n,2,,
capitulum_1604,chapter (var. 1604),noun,1,capituli,n,2,,
syllaba_1605,syllable (var. 1605),noun,1,syllabae,f,1,,
exemplum_1606,example (var. 1606),noun,1,exempli,n,2,,
pensum_1607,task (var. 1607),noun,1,pensi,n,2,,
magnus_1608,big (var. 1608),adj,1,,,1/2,,
parvus_1609,small (var. 1609),adj,1,,,1/2,,
graecus_1610,greek (var. 1610),adj,1,,,1/2,,
romanus_1611,roman (var. 1611),adj,1,,,1/2,,
latinus_1612,latin (var. 1612),adj,1,,,1/2,,
multi_1613,many (var. 1613),adj,1,,,1/2,,
pauci_1614,few (var. 1614),adj,1,,,1/2,,
unus_1615,one (var. 1615),num,1,,,,,
mille_1616,thousand (var. 1616),num,1,,,,,
primus_1617,first (var. 1617),adj,1,,,1/2,,
secundus_1618,second (var. 1618),adj,1,,,1/2,,
tertius_1619,third (var. 1619),adj,1,,,1/2,,
est_1620,is (var. 1620),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1621,are (var. 1621),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1622,in/on (var. 1622),prep,1,,,,,
et_1623,and (var. 1623),conj,1,,,,,
sed_1624,but (var. 1624),conj,1,,,,,
non_1625,not (var. 1625),adv,1,,,,,
quoque_1626,also (var. 1626),adv,1,,,,,
ubi_1627,where (var. 1627),adv,1,,,,,
num_1628,? (var. 1628),part,1,,,,,
quid_1629,what (var. 1629),pron,1,,,,,
quis_1630,who (var. 1630),pron,1,,,,,
qui_1631,who (var. 1631),pron,1,,,,,
cuius_1632,whose (var. 1632),pron,1,,,,,
amo_1633,love (var. 1633),verb,1,,,,"amo, amare, amavi, amatum",1
video_1634,see (var. 1634),verb,1,,,,"video, videre, vidi, visum",2
lego_1635,read (var. 1635),verb,1,,,,"lego, legere, legi, lectum",3
audio_1636,hear (var. 1636),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1637,take (var. 1637),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1638,make/do (var. 1638),verb,1,,,,"facio, facere, feci, factum",3io
ago_1639,do/drive (var. 1639),verb,1,,,,"ago, agere, egi, actum",3
dico_1640,say (var. 1640),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1641,come (var. 1641),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1642,have (var. 1642),verb,1,,,,"habeo, habere, habui, habitum",2
do_1643,give (var. 1643),verb,1,,,,"do, dare, dedi, datum",1
voco_1644,call (var. 1644),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1645,fight (var. 1645),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1646,attack (var. 1646),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1647,kill (var. 1647),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1648,fear (var. 1648),verb,1,,,,"timeo, timere, timui, -",2
moneo_1649,warn (var. 1649),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1650,lead (var. 1650),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1651,send (var. 1651),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1652,put (var. 1652),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1653,write (var. 1653),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1654,conquer (var. 1654),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1655,live (var. 1655),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1656,sleep (var. 1656),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1657,know (var. 1657),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1658,not know (var. 1658),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1659,road (var. 1659),noun,1,viae,f,1,,
murus_1660,wall (var. 1660),noun,1,muri,m,2,,
porta_1661,gate (var. 1661),noun,1,portae,f,1,,
lectica_1662,litter (var. 1662),noun,1,lecticae,f,1,,
saccus_1663,sack (var. 1663),noun,1,sacci,m,2,,
humerus_1664,shoulder (var. 1664),noun,1,humeri,m,2,,
amicus_1665,friend (var. 1665),noun,1,amici,m,2,,
inimicus_1666,enemy (var. 1666),noun,1,inimici,m,2,,
equus_1667,horse (var. 1667),noun,1,equi,m,2,,
oculus_1668,eye (var. 1668),noun,1,oculi,m,2,,
lacrima_1669,tear (var. 1669),noun,1,lacrimae,f,1,,
speculum_1670,mirror (var. 1670),noun,1,speculi,n,2,,
ostium_1671,door (var. 1671),noun,1,ostii,n,2,,
atrium_1672,atrium (var. 1672),noun,1,atrii,n,2,,
impluvium_1673,pool (var. 1673),noun,1,impluvii,n,2,,
cubiculum_1674,bedroom (var. 1674),noun,1,cubiculi,n,2,,
tablinum_1675,study (var. 1675),noun,1,tablini,n,2,,
peristylum_1676,peristyle (var. 1676),noun,1,peristyli,n,2,,
lilium_1677,lily (var. 1677),noun,1,lilii,n,2,,
nasus_1678,nose (var. 1678),noun,1,nasi,m,2,,
rosa_1679,rose (var. 1679),noun,1,rosae,f,1,,
malum_1680,apple (var. 1680),noun,1,mali,n,2,,
pirum_1681,pear (var. 1681),noun,1,piri,n,2,,
oscilum_1682,kiss (var. 1682),noun,1,oscili,n,2,,
beatus_1683,happy (var. 1683),adj,1,,,1/2,,
fessus_1684,tired (var. 1684),adj,1,,,1/2,,
iratus_1685,angry (var. 1685),adj,1,,,1/2,,
laetus_1686,glad (var. 1686),adj,1,,,1/2,,
maestus_1687,sad (var. 1687),adj,1,,,1/2,,
plenus_1688,full (var. 1688),adj,1,,,1/2,,
solus_1689,alone (var. 1689),adj,1,,,1/2,,
stultus_1690,stupid (var. 1690),adj,1,,,1/2,,
tutus_1691,safe (var. 1691),adj,1,,,1/2,,
vivus_1692,alive (var. 1692),adj,1,,,1/2,,
mortuus_1693,dead (var. 1693),adj,1,,,1/2,,
puella_1694,girl (var. 1694),noun,1,puellae,f,1,,
puer_1695,boy (var. 1695),noun,1,pueri,m,2,,
vir_1696,man (var. 1696),noun,1,viri,m,2,,
femina_1697,woman (var. 1697),noun,1,feminae,f,1,,
pater_1698,father (var. 1698),noun,1,patris,m,3,,
mater_1699,mother (var. 1699),noun,1,matris,f,3,,
filius_1700,son (var. 1700),noun,1,filii,m,2,,
filia_1701,daughter (var. 1701),noun,1,filiae,f,1,,
dominus_1702,master (var. 1702),noun,1,domini,m,2,,
ancilla_1703,slave-girl (var. 1703),noun,1,ancillae,f,1,,
servus_1704,slave (var. 1704),noun,1,servi,m,2,,
liber_1705,book (var. 1705),noun,1,libri,m,2,,
titulus_1706,title (var. 1706),noun,1,tituli,m,2,,
pagina_1707,page (var. 1707),noun,1,paginae,f,1,,
antiquus_1708,ancient (var. 1708),adj,1,,,1/2,,
novus_1709,new (var. 1709),adj,1,,,1/2,,
ceteri_1710,the others (var. 1710),adj,1,,,1/2,,
meus_1711,my (var. 1711),adj,1,,,1/2,,
tuus_1712,your (var. 1712),adj,1,,,1/2,,
centum_1713,hundred (var. 1713),num,1,,,,,
duo_1714,two (var. 1714),num,1,,,,,
tres_1715,three (var. 1715),num,1,,,,,
fluvius_1716,river (var. 1716),noun,1,fluvii,m,2,,
insula_1717,island (var. 1717),noun,1,insulae,f,1,,
oppidum_1718,town (var. 1718),noun,1,oppidi,n,2,,
oceanus_1719,ocean (var. 1719),noun,1,oceani,m,2,,
imperium_1720,empire (var. 1720),noun,1,imperii,n,2,,
provincia_1721,province (var. 1721),noun,1,provinciae,f,1,,
numerus_1722,number (var. 1722),noun,1,numeri,m,2,,
littera_1723,letter (var. 1723),noun,1,litterae,f,1,,
vocabulum_1724,word (var. 1724),noun,1,vocabuli,n,2,,
capitulum_1725,chapter (var. 1725),noun,1,capituli,n,2,,
syllaba_1726,syllable (var. 1726),noun,1,syllabae,f,1,,
exemplum_1727,example (var. 1727),noun,1,exempli,n,2,,
pensum_1728,task (var. 1728),noun,1,pensi,n,2,,
magnus_1729,big (var. 1729),adj,1,,,1/2,,
parvus_1730,small (var. 1730),adj,1,,,1/2,,
graecus_1731,greek (var. 1731),adj,1,,,1/2,,
romanus_1732,roman (var. 1732),adj,1,,,1/2,,
latinus_1733,latin (var. 1733),adj,1,,,1/2,,
multi_1734,many (var. 1734),adj,1,,,1/2,,
pauci_1735,few (var. 1735),adj,1,,,1/2,,
unus_1736,one (var. 1736),num,1,,,,,
mille_1737,thousand (var. 1737),num,1,,,,,
primus_1738,first (var. 1738),adj,1,,,1/2,,
secundus_1739,second (var. 1739),adj,1,,,1/2,,
tertius_1740,third (var. 1740),adj,1,,,1/2,,
est_1741,is (var. 1741),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1742,are (var. 1742),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1743,in/on (var. 1743),prep,1,,,,,
et_1744,and (var. 1744),conj,1,,,,,
sed_1745,but (var. 1745),conj,1,,,,,
non_1746,not (var. 1746),adv,1,,,,,
quoque_1747,also (var. 1747),adv,1,,,,,
ubi_1748,where (var. 1748),adv,1,,,,,
num_1749,? (var. 1749),part,1,,,,,
quid_1750,what (var. 1750),pron,1,,,,,
quis_1751,who (var. 1751),pron,1,,,,,
qui_1752,who (var. 1752),pron,1,,,,,
cuius_1753,whose (var. 1753),pron,1,,,,,
amo_1754,love (var. 1754),verb,1,,,,"amo, amare, amavi, amatum",1
video_1755,see (var. 1755),verb,1,,,,"video, videre, vidi, visum",2
lego_1756,read (var. 1756),verb,1,,,,"lego, legere, legi, lectum",3
audio_1757,hear (var. 1757),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1758,take (var. 1758),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1759,make/do (var. 1759),verb,1,,,,"facio, facere, feci, factum",3io
ago_1760,do/drive (var. 1760),verb,1,,,,"ago, agere, egi, actum",3
dico_1761,say (var. 1761),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1762,come (var. 1762),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1763,have (var. 1763),verb,1,,,,"habeo, habere, habui, habitum",2
do_1764,give (var. 1764),verb,1,,,,"do, dare, dedi, datum",1
voco_1765,call (var. 1765),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1766,fight (var. 1766),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1767,attack (var. 1767),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1768,kill (var. 1768),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1769,fear (var. 1769),verb,1,,,,"timeo, timere, timui, -",2
moneo_1770,warn (var. 1770),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1771,lead (var. 1771),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1772,send (var. 1772),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1773,put (var. 1773),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1774,write (var. 1774),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1775,conquer (var. 1775),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1776,live (var. 1776),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1777,sleep (var. 1777),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1778,know (var. 1778),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1779,not know (var. 1779),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1780,road (var. 1780),noun,1,viae,f,1,,
murus_1781,wall (var. 1781),noun,1,muri,m,2,,
porta_1782,gate (var. 1782),noun,1,portae,f,1,,
lectica_1783,litter (var. 1783),noun,1,lecticae,f,1,,
saccus_1784,sack (var. 1784),noun,1,sacci,m,2,,
humerus_1785,shoulder (var. 1785),noun,1,humeri,m,2,,
amicus_1786,friend (var. 1786),noun,1,amici,m,2,,
inimicus_1787,enemy (var. 1787),noun,1,inimici,m,2,,
equus_1788,horse (var. 1788),noun,1,equi,m,2,,
oculus_1789,eye (var. 1789),noun,1,oculi,m,2,,
lacrima_1790,tear (var. 1790),noun,1,lacrimae,f,1,,
speculum_1791,mirror (var. 1791),noun,1,speculi,n,2,,
ostium_1792,door (var. 1792),noun,1,ostii,n,2,,
atrium_1793,atrium (var. 1793),noun,1,atrii,n,2,,
impluvium_1794,pool (var. 1794),noun,1,impluvii,n,2,,
cubiculum_1795,bedroom (var. 1795),noun,1,cubiculi,n,2,,
tablinum_1796,study (var. 1796),noun,1,tablini,n,2,,
peristylum_1797,peristyle (var. 1797),noun,1,peristyli,n,2,,
lilium_1798,lily (var. 1798),noun,1,lilii,n,2,,
nasus_1799,nose (var. 1799),noun,1,nasi,m,2,,
rosa_1800,rose (var. 1800),noun,1,rosae,f,1,,
malum_1801,apple (var. 1801),noun,1,mali,n,2,,
pirum_1802,pear (var. 1802),noun,1,piri,n,2,,
oscilum_1803,kiss (var. 1803),noun,1,oscili,n,2,,
beatus_1804,happy (var. 1804),adj,1,,,1/2,,
fessus_1805,tired (var. 1805),adj,1,,,1/2,,
iratus_1806,angry (var. 1806),adj,1,,,1/2,,
laetus_1807,glad (var. 1807),adj,1,,,1/2,,
maestus_1808,sad (var. 1808),adj,1,,,1/2,,
plenus_1809,full (var. 1809),adj,1,,,1/2,,
solus_1810,alone (var. 1810),adj,1,,,1/2,,
stultus_1811,stupid (var. 1811),adj,1,,,1/2,,
tutus_1812,safe (var. 1812),adj,1,,,1/2,,
vivus_1813,alive (var. 1813),adj,1,,,1/2,,
mortuus_1814,dead (var. 1814),adj,1,,,1/2,,
puella_1815,girl (var. 1815),noun,1,puellae,f,1,,
puer_1816,boy (var. 1816),noun,1,pueri,m,2,,
vir_1817,man (var. 1817),noun,1,viri,m,2,,
femina_1818,woman (var. 1818),noun,1,feminae,f,1,,
pater_1819,father (var. 1819),noun,1,patris,m,3,,
mater_1820,mother (var. 1820),noun,1,matris,f,3,,
filius_1821,son (var. 1821),noun,1,filii,m,2,,
filia_1822,daughter (var. 1822),noun,1,filiae,f,1,,
dominus_1823,master (var. 1823),noun,1,domini,m,2,,
ancilla_1824,slave-girl (var. 1824),noun,1,ancillae,f,1,,
servus_1825,slave (var. 1825),noun,1,servi,m,2,,
liber_1826,book (var. 1826),noun,1,libri,m,2,,
titulus_1827,title (var. 1827),noun,1,tituli,m,2,,
pagina_1828,page (var. 1828),noun,1,paginae,f,1,,
antiquus_1829,ancient (var. 1829),adj,1,,,1/2,,
novus_1830,new (var. 1830),adj,1,,,1/2,,
ceteri_1831,the others (var. 1831),adj,1,,,1/2,,
meus_1832,my (var. 1832),adj,1,,,1/2,,
tuus_1833,your (var. 1833),adj,1,,,1/2,,
centum_1834,hundred (var. 1834),num,1,,,,,
duo_1835,two (var. 1835),num,1,,,,,
tres_1836,three (var. 1836),num,1,,,,,
fluvius_1837,river (var. 1837),noun,1,fluvii,m,2,,
insula_1838,island (var. 1838),noun,1,insulae,f,1,,
oppidum_1839,town (var. 1839),noun,1,oppidi,n,2,,
oceanus_1840,ocean (var. 1840),noun,1,oceani,m,2,,
imperium_1841,empire (var. 1841),noun,1,imperii,n,2,,
provincia_1842,province (var. 1842),noun,1,provinciae,f,1,,
